Date,YearMonth,URL,Primary_Search_Intent,SEMrush_Best_Position,Tracked_Keywords_Count,Total_Keyword_Search_Volume,GSC_Position,Impressions,Clicks,CTR,Completed_Orders,Revenue,Revenue_Per_Click,Conversion_Rate_%,MoM_Revenue_Growth_%
2024-12-03,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.1,79,2,0.0253,0,0.0,0.0,0.0,36.35
2024-12-04,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.4,76,2,0.0263,0,0.0,0.0,0.0,36.35
2024-12-05,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.3,65,3,0.0462,0,0.0,0.0,0.0,36.35
2024-12-06,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.2,74,3,0.0405,0,0.0,0.0,0.0,36.35
2024-12-07,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.5,65,3,0.0462,0,0.0,0.0,0.0,36.35
2024-12-08,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.1,67,1,0.0149,2,153.49,153.49,200.0,36.35
2024-12-09,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.4,85,2,0.0235,0,0.0,0.0,0.0,36.35
2024-12-10,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.2,78,3,0.0385,0,0.0,0.0,0.0,36.35
2024-12-11,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.3,67,3,0.0448,0,0.0,0.0,0.0,36.35
2024-12-12,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.7,83,3,0.0361,0,0.0,0.0,0.0,36.35
2024-12-13,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.3,77,6,0.0779,0,0.0,0.0,0.0,36.35
2024-12-14,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,6.2,81,3,0.037,0,0.0,0.0,0.0,36.35
2024-12-15,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.9,73,3,0.0411,0,0.0,0.0,0.0,36.35
2024-12-16,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.6,76,2,0.0263,0,0.0,0.0,0.0,36.35
2024-12-17,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.0,75,5,0.0667,1,72.47,14.49,20.0,36.35
2024-12-18,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.7,74,4,0.0541,0,0.0,0.0,0.0,36.35
2024-12-19,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.2,75,3,0.04,0,0.0,0.0,0.0,36.35
2024-12-20,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.1,87,3,0.0345,0,0.0,0.0,0.0,36.35
2024-12-21,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.3,85,3,0.0353,0,0.0,0.0,0.0,36.35
2024-12-22,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.2,80,2,0.025,0,0.0,0.0,0.0,36.35
2024-12-23,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.9,71,3,0.0423,0,0.0,0.0,0.0,36.35
2024-12-24,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.1,86,3,0.0349,0,0.0,0.0,0.0,36.35
2024-12-25,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.0,69,2,0.029,0,0.0,0.0,0.0,36.35
2024-12-26,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.7,69,3,0.0435,0,0.0,0.0,0.0,36.35
2024-12-27,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.6,86,5,0.0581,0,0.0,0.0,0.0,36.35
2024-12-28,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.6,84,3,0.0357,0,0.0,0.0,0.0,36.35
2024-12-29,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.8,76,3,0.0395,0,0.0,0.0,0.0,36.35
2024-12-30,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.2,83,2,0.0241,0,0.0,0.0,0.0,36.35
2024-12-31,2024-12,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.6,91,4,0.044,0,0.0,0.0,0.0,36.35
2025-01-01,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.4,78,1,0.0128,0,0.0,0.0,0.0,2.94
2025-01-02,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.6,93,5,0.0538,0,0.0,0.0,0.0,2.94
2025-01-03,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.8,81,5,0.0617,1,75.41,15.08,20.0,2.94
2025-01-04,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,17.1,86,4,0.0465,0,0.0,0.0,0.0,2.94
2025-01-05,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.7,90,5,0.0556,0,0.0,0.0,0.0,2.94
2025-01-06,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.2,87,4,0.046,0,0.0,0.0,0.0,2.94
2025-01-07,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.2,82,2,0.0244,0,0.0,0.0,0.0,2.94
2025-01-08,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.8,74,1,0.0135,0,0.0,0.0,0.0,2.94
2025-01-09,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.4,75,5,0.0667,0,0.0,0.0,0.0,2.94
2025-01-10,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.7,88,5,0.0568,0,0.0,0.0,0.0,2.94
2025-01-11,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.2,82,2,0.0244,0,0.0,0.0,0.0,2.94
2025-01-12,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.4,89,5,0.0562,0,0.0,0.0,0.0,2.94
2025-01-13,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.5,93,7,0.0753,0,0.0,0.0,0.0,2.94
2025-01-14,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.7,82,2,0.0244,0,0.0,0.0,0.0,2.94
2025-01-15,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,4.9,81,3,0.037,0,0.0,0.0,0.0,2.94
2025-01-16,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.5,79,2,0.0253,0,0.0,0.0,0.0,2.94
2025-01-17,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.4,98,4,0.0408,0,0.0,0.0,0.0,2.94
2025-01-18,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,5.2,87,2,0.023,0,0.0,0.0,0.0,2.94
2025-01-19,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.2,80,1,0.0125,0,0.0,0.0,0.0,2.94
2025-01-20,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.1,74,3,0.0405,0,0.0,0.0,0.0,2.94
2025-01-21,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.4,76,2,0.0263,1,87.36,43.68,50.0,2.94
2025-01-22,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.6,76,1,0.0132,0,0.0,0.0,0.0,2.94
2025-01-23,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.0,80,1,0.0125,0,0.0,0.0,0.0,2.94
2025-01-24,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.6,95,7,0.0737,0,0.0,0.0,0.0,2.94
2025-01-25,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.0,94,4,0.0426,0,0.0,0.0,0.0,2.94
2025-01-26,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.4,101,4,0.0396,0,0.0,0.0,0.0,2.94
2025-01-27,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,4.4,88,3,0.0341,0,0.0,0.0,0.0,2.94
2025-01-28,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.5,95,6,0.0632,1,84.12,14.02,16.67,2.94
2025-01-29,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.6,81,4,0.0494,0,0.0,0.0,0.0,2.94
2025-01-30,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.4,83,1,0.012,1,73.7,73.7,100.0,2.94
2025-01-31,2025-01,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.0,95,3,0.0316,0,0.0,0.0,0.0,2.94
2025-02-01,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.8,100,3,0.03,0,0.0,0.0,0.0,-3.77
2025-02-02,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.2,84,3,0.0357,0,0.0,0.0,0.0,-3.77
2025-02-03,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.5,96,6,0.0625,0,0.0,0.0,0.0,-3.77
2025-02-04,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.1,95,4,0.0421,0,0.0,0.0,0.0,-3.77
2025-02-05,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.1,84,5,0.0595,0,0.0,0.0,0.0,-3.77
2025-02-06,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.5,81,2,0.0247,0,0.0,0.0,0.0,-3.77
2025-02-07,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.4,87,4,0.046,0,0.0,0.0,0.0,-3.77
2025-02-08,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.1,101,2,0.0198,0,0.0,0.0,0.0,-3.77
2025-02-09,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.4,80,2,0.025,0,0.0,0.0,0.0,-3.77
2025-02-10,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.7,82,5,0.061,0,0.0,0.0,0.0,-3.77
2025-02-11,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.2,84,4,0.0476,0,0.0,0.0,0.0,-3.77
2025-02-12,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.0,99,6,0.0606,0,0.0,0.0,0.0,-3.77
2025-02-13,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.7,95,7,0.0737,0,0.0,0.0,0.0,-3.77
2025-02-14,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.2,79,2,0.0253,0,0.0,0.0,0.0,-3.77
2025-02-15,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,16.2,100,2,0.02,0,0.0,0.0,0.0,-3.77
2025-02-16,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.1,80,4,0.05,0,0.0,0.0,0.0,-3.77
2025-02-17,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,6.3,80,2,0.025,1,75.97,37.98,50.0,-3.77
2025-02-18,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.2,89,5,0.0562,0,0.0,0.0,0.0,-3.77
2025-02-19,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.9,92,5,0.0543,0,0.0,0.0,0.0,-3.77
2025-02-20,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.6,101,2,0.0198,0,0.0,0.0,0.0,-3.77
2025-02-21,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.7,88,2,0.0227,0,0.0,0.0,0.0,-3.77
2025-02-22,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.5,88,2,0.0227,0,0.0,0.0,0.0,-3.77
2025-02-23,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,5.9,90,1,0.0111,0,0.0,0.0,0.0,-3.77
2025-02-24,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.9,88,3,0.0341,0,0.0,0.0,0.0,-3.77
2025-02-25,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.4,86,2,0.0233,0,0.0,0.0,0.0,-3.77
2025-02-26,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.1,99,4,0.0404,0,0.0,0.0,0.0,-3.77
2025-02-27,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.6,89,3,0.0337,1,94.53,31.51,33.33,-3.77
2025-02-28,2025-02,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.8,82,5,0.061,0,0.0,0.0,0.0,-3.77
2025-03-01,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.3,95,2,0.0211,0,0.0,0.0,0.0,5.24
2025-03-02,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.9,85,3,0.0353,0,0.0,0.0,0.0,5.24
2025-03-03,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.0,100,2,0.02,0,0.0,0.0,0.0,5.24
2025-03-04,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.7,82,5,0.061,0,0.0,0.0,0.0,5.24
2025-03-05,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.2,95,6,0.0632,0,0.0,0.0,0.0,5.24
2025-03-06,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,4.5,82,6,0.0732,0,0.0,0.0,0.0,5.24
2025-03-07,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.4,95,6,0.0632,0,0.0,0.0,0.0,5.24
2025-03-08,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.0,83,4,0.0482,1,92.14,23.04,25.0,5.24
2025-03-09,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.8,87,2,0.023,0,0.0,0.0,0.0,5.24
2025-03-10,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.3,94,4,0.0426,0,0.0,0.0,0.0,5.24
2025-03-11,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,16.1,90,3,0.0333,0,0.0,0.0,0.0,5.24
2025-03-12,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.3,96,3,0.0312,0,0.0,0.0,0.0,5.24
2025-03-13,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.9,102,5,0.049,0,0.0,0.0,0.0,5.24
2025-03-14,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.0,90,3,0.0333,0,0.0,0.0,0.0,5.24
2025-03-15,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.8,97,3,0.0309,0,0.0,0.0,0.0,5.24
2025-03-16,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.2,94,7,0.0745,0,0.0,0.0,0.0,5.24
2025-03-17,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,6.9,98,4,0.0408,0,0.0,0.0,0.0,5.24
2025-03-18,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.0,106,6,0.0566,0,0.0,0.0,0.0,5.24
2025-03-19,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.5,106,6,0.0566,0,0.0,0.0,0.0,5.24
2025-03-20,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.7,91,6,0.0659,0,0.0,0.0,0.0,5.24
2025-03-21,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.7,98,2,0.0204,0,0.0,0.0,0.0,5.24
2025-03-22,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.7,83,4,0.0482,0,0.0,0.0,0.0,5.24
2025-03-23,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.6,88,5,0.0568,0,0.0,0.0,0.0,5.24
2025-03-24,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.3,93,6,0.0645,0,0.0,0.0,0.0,5.24
2025-03-25,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.8,111,4,0.036,0,0.0,0.0,0.0,5.24
2025-03-26,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.1,108,5,0.0463,0,0.0,0.0,0.0,5.24
2025-03-27,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.1,90,6,0.0667,0,0.0,0.0,0.0,5.24
2025-03-28,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.4,95,5,0.0526,0,0.0,0.0,0.0,5.24
2025-03-29,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.1,112,3,0.0268,0,0.0,0.0,0.0,5.24
2025-03-30,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.7,87,4,0.046,0,0.0,0.0,0.0,5.24
2025-03-31,2025-03,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.1,84,5,0.0595,0,0.0,0.0,0.0,5.24
2025-04-01,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.2,114,4,0.0351,0,0.0,0.0,0.0,-5.74
2025-04-02,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.5,103,5,0.0485,0,0.0,0.0,0.0,-5.74
2025-04-03,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.3,113,8,0.0708,0,0.0,0.0,0.0,-5.74
2025-04-04,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.8,109,7,0.0642,0,0.0,0.0,0.0,-5.74
2025-04-05,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.4,102,2,0.0196,0,0.0,0.0,0.0,-5.74
2025-04-06,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.6,96,4,0.0417,0,0.0,0.0,0.0,-5.74
2025-04-07,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.8,96,3,0.0312,0,0.0,0.0,0.0,-5.74
2025-04-08,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.0,85,3,0.0353,1,87.43,29.14,33.33,-5.74
2025-04-09,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.9,98,5,0.051,0,0.0,0.0,0.0,-5.74
2025-04-10,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.6,89,3,0.0337,0,0.0,0.0,0.0,-5.74
2025-04-11,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,16.2,91,3,0.033,1,73.57,24.52,33.33,-5.74
2025-04-12,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.5,87,4,0.046,0,0.0,0.0,0.0,-5.74
2025-04-13,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.1,92,4,0.0435,0,0.0,0.0,0.0,-5.74
2025-04-14,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.4,109,4,0.0367,1,84.04,21.01,25.0,-5.74
2025-04-15,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.6,96,5,0.0521,0,0.0,0.0,0.0,-5.74
2025-04-16,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.9,92,4,0.0435,0,0.0,0.0,0.0,-5.74
2025-04-17,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.3,98,4,0.0408,0,0.0,0.0,0.0,-5.74
2025-04-18,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,16.1,93,4,0.043,0,0.0,0.0,0.0,-5.74
2025-04-19,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.1,97,7,0.0722,0,0.0,0.0,0.0,-5.74
2025-04-20,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.2,99,2,0.0202,0,0.0,0.0,0.0,-5.74
2025-04-21,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.4,109,5,0.0459,0,0.0,0.0,0.0,-5.74
2025-04-22,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,6.8,105,5,0.0476,0,0.0,0.0,0.0,-5.74
2025-04-23,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.5,115,2,0.0174,0,0.0,0.0,0.0,-5.74
2025-04-24,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.9,97,5,0.0515,0,0.0,0.0,0.0,-5.74
2025-04-25,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.7,105,6,0.0571,1,70.63,11.77,16.67,-5.74
2025-04-26,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.5,98,4,0.0408,0,0.0,0.0,0.0,-5.74
2025-04-27,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.6,113,8,0.0708,1,73.16,9.14,12.5,-5.74
2025-04-28,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.8,98,2,0.0204,0,0.0,0.0,0.0,-5.74
2025-04-29,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.0,88,3,0.0341,0,0.0,0.0,0.0,-5.74
2025-04-30,2025-04,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.9,113,3,0.0265,0,0.0,0.0,0.0,-5.74
2025-05-01,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.5,101,4,0.0396,0,0.0,0.0,0.0,4.19
2025-05-02,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,5.7,96,5,0.0521,0,0.0,0.0,0.0,4.19
2025-05-03,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.8,91,5,0.0549,0,0.0,0.0,0.0,4.19
2025-05-04,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.4,115,5,0.0435,0,0.0,0.0,0.0,4.19
2025-05-05,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.6,96,5,0.0521,0,0.0,0.0,0.0,4.19
2025-05-06,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.6,87,6,0.069,1,71.97,12.0,16.67,4.19
2025-05-07,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,15.3,101,4,0.0396,0,0.0,0.0,0.0,4.19
2025-05-08,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.7,114,7,0.0614,0,0.0,0.0,0.0,4.19
2025-05-09,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.1,89,2,0.0225,0,0.0,0.0,0.0,4.19
2025-05-10,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.7,109,5,0.0459,0,0.0,0.0,0.0,4.19
2025-05-11,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.9,90,2,0.0222,0,0.0,0.0,0.0,4.19
2025-05-12,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.6,107,5,0.0467,0,0.0,0.0,0.0,4.19
2025-05-13,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.1,90,2,0.0222,0,0.0,0.0,0.0,4.19
2025-05-14,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.1,111,5,0.045,0,0.0,0.0,0.0,4.19
2025-05-15,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.8,108,6,0.0556,0,0.0,0.0,0.0,4.19
2025-05-16,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.0,93,3,0.0323,0,0.0,0.0,0.0,4.19
2025-05-17,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.3,108,5,0.0463,0,0.0,0.0,0.0,4.19
2025-05-18,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,6.4,102,2,0.0196,0,0.0,0.0,0.0,4.19
2025-05-19,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.5,95,5,0.0526,0,0.0,0.0,0.0,4.19
2025-05-20,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,10.2,92,4,0.0435,0,0.0,0.0,0.0,4.19
2025-05-21,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.4,109,5,0.0459,0,0.0,0.0,0.0,4.19
2025-05-22,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,12.2,92,4,0.0435,1,75.27,18.82,25.0,4.19
2025-05-23,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,8.4,99,5,0.0505,0,0.0,0.0,0.0,4.19
2025-05-24,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.0,92,6,0.0652,0,0.0,0.0,0.0,4.19
2025-05-25,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,7.0,113,4,0.0354,0,0.0,0.0,0.0,4.19
2025-05-26,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.1,102,5,0.049,0,0.0,0.0,0.0,4.19
2025-05-27,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,9.8,110,7,0.0636,0,0.0,0.0,0.0,4.19
2025-05-28,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.2,97,5,0.0515,0,0.0,0.0,0.0,4.19
2025-05-29,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,6.7,93,3,0.0323,0,0.0,0.0,0.0,4.19
2025-05-30,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,13.7,93,7,0.0753,0,0.0,0.0,0.0,4.19
2025-05-31,2025-05,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,11.6,109,6,0.055,0,0.0,0.0,0.0,4.19
2025-06-01,2025-06,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,14.2,114,3,0.0263,0,0.0,0.0,0.0,-11.06
2025-06-02,2025-06,fitcommerce.com/products/recovery-foam-roller,Transactional,11,4,1243,16.7,97,3,0.0309,0,0.0,0.0,0.0,-11.06
